image_id,label
200259.jpg,blast
200260.jpg,normal
200261.jpg,hispa
200262.jpg,dead_heart
200263.jpg,hispa
200264.jpg,normal
200265.jpg,hispa
200266.jpg,dead_heart
200267.jpg,blast
200268.jpg,blast
200269.jpg,normal
200270.jpg,blast
200271.jpg,bacterial_leaf_streak
200272.jpg,hispa
200273.jpg,hispa
200274.jpg,normal
200275.jpg,normal
200276.jpg,brown_spot
200277.jpg,blast
200278.jpg,blast
200279.jpg,bacterial_leaf_streak
200280.jpg,dead_heart
200281.jpg,downy_mildew
200282.jpg,normal
200283.jpg,brown_spot
200284.jpg,normal
200285.jpg,tungro
200286.jpg,normal
200287.jpg,hispa
200288.jpg,blast
200289.jpg,normal
200290.jpg,tungro
200291.jpg,hispa
200292.jpg,downy_mildew
200293.jpg,hispa
200294.jpg,blast
200295.jpg,brown_spot
200296.jpg,dead_heart
200297.jpg,bacterial_leaf_blight
200298.jpg,dead_heart
200299.jpg,brown_spot
200300.jpg,hispa
200301.jpg,hispa
200302.jpg,blast
200303.jpg,bacterial_leaf_blight
200304.jpg,brown_spot
200305.jpg,bacterial_leaf_blight
200306.jpg,bacterial_leaf_streak
200307.jpg,downy_mildew
200308.jpg,tungro
200309.jpg,normal
200310.jpg,hispa
200311.jpg,bacterial_leaf_streak
200312.jpg,brown_spot
200313.jpg,hispa
200314.jpg,hispa
200315.jpg,brown_spot
200316.jpg,hispa
200317.jpg,bacterial_leaf_streak
200318.jpg,hispa
200319.jpg,blast
200320.jpg,dead_heart
200321.jpg,blast
200322.jpg,blast
200323.jpg,dead_heart
200324.jpg,dead_heart
200325.jpg,tungro
200326.jpg,tungro
200327.jpg,brown_spot
200328.jpg,brown_spot
200329.jpg,normal
200330.jpg,brown_spot
200331.jpg,tungro
200332.jpg,tungro
200333.jpg,bacterial_leaf_streak
200334.jpg,brown_spot
200335.jpg,downy_mildew
200336.jpg,dead_heart
200337.jpg,normal
200338.jpg,bacterial_panicle_blight
200339.jpg,downy_mildew
200340.jpg,hispa
200341.jpg,tungro
200342.jpg,blast
200343.jpg,hispa
200344.jpg,normal
200345.jpg,blast
200346.jpg,dead_heart
200347.jpg,blast
200348.jpg,bacterial_leaf_streak
200349.jpg,bacterial_leaf_streak
200350.jpg,normal
200351.jpg,normal
200352.jpg,downy_mildew
200353.jpg,dead_heart
200354.jpg,tungro
200355.jpg,hispa
200356.jpg,brown_spot
200357.jpg,tungro
200358.jpg,downy_mildew
200359.jpg,hispa
200360.jpg,downy_mildew
200361.jpg,hispa
200362.jpg,normal
200363.jpg,hispa
200364.jpg,normal
200365.jpg,blast
200366.jpg,brown_spot
200367.jpg,normal
200368.jpg,hispa
200369.jpg,dead_heart
200370.jpg,brown_spot
200371.jpg,normal
200372.jpg,bacterial_leaf_blight
200373.jpg,tungro
200374.jpg,bacterial_leaf_streak
200375.jpg,hispa
200376.jpg,tungro
200377.jpg,tungro
200378.jpg,blast
200379.jpg,normal
200380.jpg,hispa
200381.jpg,tungro
200382.jpg,normal
200383.jpg,blast
200384.jpg,normal
200385.jpg,hispa
200386.jpg,hispa
200387.jpg,hispa
200388.jpg,blast
200389.jpg,tungro
200390.jpg,blast
200391.jpg,normal
200392.jpg,blast
200393.jpg,hispa
200394.jpg,hispa
200395.jpg,tungro
200396.jpg,downy_mildew
200397.jpg,normal
200398.jpg,hispa
200399.jpg,brown_spot
200400.jpg,brown_spot
200401.jpg,tungro
200402.jpg,bacterial_leaf_streak
200403.jpg,downy_mildew
200404.jpg,dead_heart
200405.jpg,brown_spot
200406.jpg,downy_mildew
200407.jpg,hispa
200408.jpg,dead_heart
200409.jpg,blast
200410.jpg,downy_mildew
200411.jpg,bacterial_leaf_streak
200412.jpg,normal
200413.jpg,hispa
200414.jpg,bacterial_leaf_streak
200415.jpg,blast
200416.jpg,hispa
200417.jpg,normal
200418.jpg,blast
200419.jpg,blast
200420.jpg,tungro
200421.jpg,tungro
200422.jpg,normal
200423.jpg,hispa
200424.jpg,dead_heart
200425.jpg,dead_heart
200426.jpg,tungro
200427.jpg,bacterial_leaf_blight
200428.jpg,dead_heart
200429.jpg,blast
200430.jpg,tungro
200431.jpg,hispa
200432.jpg,brown_spot
200433.jpg,blast
200434.jpg,tungro
200435.jpg,tungro
200436.jpg,hispa
200437.jpg,blast
200438.jpg,blast
200439.jpg,bacterial_leaf_blight
200440.jpg,downy_mildew
200441.jpg,bacterial_leaf_streak
200442.jpg,hispa
200443.jpg,normal
200444.jpg,dead_heart
200445.jpg,bacterial_leaf_blight
200446.jpg,tungro
200447.jpg,normal
200448.jpg,normal
200449.jpg,dead_heart
200450.jpg,blast
200451.jpg,brown_spot
200452.jpg,hispa
200453.jpg,hispa
200454.jpg,blast
200455.jpg,bacterial_panicle_blight
200456.jpg,hispa
200457.jpg,blast
200458.jpg,tungro
200459.jpg,tungro
200460.jpg,blast
200461.jpg,tungro
200462.jpg,normal
200463.jpg,blast
200464.jpg,normal
200465.jpg,normal
200466.jpg,brown_spot
200467.jpg,normal
200468.jpg,downy_mildew
200469.jpg,brown_spot
200470.jpg,bacterial_leaf_blight
200471.jpg,blast
200472.jpg,brown_spot
200473.jpg,hispa
200474.jpg,bacterial_leaf_streak
200475.jpg,normal
200476.jpg,blast
200477.jpg,tungro
200478.jpg,blast
200479.jpg,dead_heart
200480.jpg,blast
200481.jpg,hispa
200482.jpg,bacterial_panicle_blight
200483.jpg,blast
200484.jpg,blast
200485.jpg,blast
200486.jpg,downy_mildew
200487.jpg,normal
200488.jpg,brown_spot
200489.jpg,normal
200490.jpg,bacterial_panicle_blight
200491.jpg,normal
200492.jpg,blast
200493.jpg,tungro
200494.jpg,normal
200495.jpg,downy_mildew
200496.jpg,hispa
200497.jpg,bacterial_leaf_blight
200498.jpg,blast
200499.jpg,bacterial_leaf_streak
200500.jpg,dead_heart
200501.jpg,brown_spot
200502.jpg,bacterial_leaf_streak
200503.jpg,blast
200504.jpg,bacterial_leaf_streak
200505.jpg,normal
200506.jpg,bacterial_leaf_streak
200507.jpg,blast
200508.jpg,tungro
200509.jpg,normal
200510.jpg,dead_heart
200511.jpg,bacterial_leaf_streak
200512.jpg,dead_heart
200513.jpg,normal
200514.jpg,dead_heart
200515.jpg,blast
200516.jpg,hispa
200517.jpg,blast
200518.jpg,hispa
200519.jpg,dead_heart
200520.jpg,normal
200521.jpg,normal
200522.jpg,normal
200523.jpg,dead_heart
200524.jpg,normal
200525.jpg,brown_spot
200526.jpg,dead_heart
200527.jpg,normal
200528.jpg,blast
200529.jpg,dead_heart
200530.jpg,normal
200531.jpg,hispa
200532.jpg,hispa
200533.jpg,hispa
200534.jpg,bacterial_panicle_blight
200535.jpg,brown_spot
200536.jpg,normal
200537.jpg,brown_spot
200538.jpg,blast
200539.jpg,bacterial_leaf_blight
200540.jpg,downy_mildew
200541.jpg,tungro
200542.jpg,tungro
200543.jpg,blast
200544.jpg,tungro
200545.jpg,bacterial_panicle_blight
200546.jpg,hispa
200547.jpg,tungro
200548.jpg,dead_heart
200549.jpg,tungro
200550.jpg,blast
200551.jpg,bacterial_leaf_blight
200552.jpg,dead_heart
200553.jpg,hispa
200554.jpg,dead_heart
200555.jpg,normal
200556.jpg,dead_heart
200557.jpg,tungro
200558.jpg,brown_spot
200559.jpg,bacterial_leaf_blight
200560.jpg,brown_spot
200561.jpg,hispa
200562.jpg,dead_heart
200563.jpg,dead_heart
200564.jpg,brown_spot
200565.jpg,hispa
200566.jpg,downy_mildew
200567.jpg,blast
200568.jpg,hispa
200569.jpg,hispa
200570.jpg,blast
200571.jpg,normal
200572.jpg,brown_spot
200573.jpg,normal
200574.jpg,normal
200575.jpg,normal
200576.jpg,downy_mildew
200577.jpg,bacterial_leaf_blight
200578.jpg,blast
200579.jpg,bacterial_panicle_blight
200580.jpg,blast
200581.jpg,normal
200582.jpg,normal
200583.jpg,blast
200584.jpg,bacterial_leaf_streak
200585.jpg,bacterial_leaf_streak
200586.jpg,tungro
200587.jpg,normal
200588.jpg,hispa
200589.jpg,hispa
200590.jpg,hispa
200591.jpg,dead_heart
200592.jpg,hispa
200593.jpg,hispa
200594.jpg,tungro
200595.jpg,brown_spot
200596.jpg,hispa
200597.jpg,dead_heart
200598.jpg,hispa
200599.jpg,hispa
200600.jpg,dead_heart
200601.jpg,blast
200602.jpg,normal
200603.jpg,downy_mildew
200604.jpg,normal
200605.jpg,downy_mildew
200606.jpg,blast
200607.jpg,dead_heart
200608.jpg,dead_heart
200609.jpg,normal
200610.jpg,normal
200611.jpg,normal
200612.jpg,blast
200613.jpg,brown_spot
200614.jpg,hispa
200615.jpg,tungro
200616.jpg,downy_mildew
200617.jpg,downy_mildew
200618.jpg,normal
200619.jpg,bacterial_leaf_blight
200620.jpg,hispa
200621.jpg,hispa
200622.jpg,dead_heart
200623.jpg,normal
200624.jpg,blast
200625.jpg,blast
200626.jpg,downy_mildew
200627.jpg,blast
200628.jpg,hispa
200629.jpg,normal
200630.jpg,blast
200631.jpg,dead_heart
200632.jpg,blast
200633.jpg,bacterial_panicle_blight
200634.jpg,normal
200635.jpg,bacterial_leaf_blight
200636.jpg,bacterial_leaf_streak
200637.jpg,hispa
200638.jpg,normal
200639.jpg,brown_spot
200640.jpg,normal
200641.jpg,bacterial_leaf_streak
200642.jpg,bacterial_leaf_blight
200643.jpg,bacterial_panicle_blight
200644.jpg,brown_spot
200645.jpg,hispa
200646.jpg,bacterial_leaf_streak
200647.jpg,downy_mildew
200648.jpg,blast
200649.jpg,blast
200650.jpg,bacterial_panicle_blight
200651.jpg,blast
200652.jpg,dead_heart
200653.jpg,dead_heart
200654.jpg,hispa
200655.jpg,normal
200656.jpg,downy_mildew
200657.jpg,hispa
200658.jpg,dead_heart
200659.jpg,hispa
200660.jpg,dead_heart
200661.jpg,blast
200662.jpg,blast
200663.jpg,hispa
200664.jpg,tungro
200665.jpg,hispa
200666.jpg,tungro
200667.jpg,normal
200668.jpg,blast
200669.jpg,blast
200670.jpg,dead_heart
200671.jpg,brown_spot
200672.jpg,dead_heart
200673.jpg,bacterial_leaf_streak
200674.jpg,tungro
200675.jpg,hispa
200676.jpg,tungro
200677.jpg,blast
200678.jpg,dead_heart
200679.jpg,hispa
200680.jpg,tungro
200681.jpg,blast
200682.jpg,normal
200683.jpg,hispa
200684.jpg,normal
200685.jpg,normal
200686.jpg,blast
200687.jpg,blast
200688.jpg,blast
200689.jpg,blast
200690.jpg,tungro
200691.jpg,blast
200692.jpg,brown_spot
200693.jpg,brown_spot
200694.jpg,tungro
200695.jpg,blast
200696.jpg,brown_spot
200697.jpg,blast
200698.jpg,hispa
200699.jpg,normal
200700.jpg,hispa
200701.jpg,brown_spot
200702.jpg,bacterial_leaf_blight
200703.jpg,hispa
200704.jpg,tungro
200705.jpg,hispa
200706.jpg,hispa
200707.jpg,bacterial_panicle_blight
200708.jpg,bacterial_leaf_streak
200709.jpg,normal
200710.jpg,bacterial_leaf_blight
200711.jpg,blast
200712.jpg,normal
200713.jpg,hispa
200714.jpg,blast
200715.jpg,blast
200716.jpg,dead_heart
200717.jpg,bacterial_leaf_blight
200718.jpg,brown_spot
200719.jpg,normal
200720.jpg,brown_spot
200721.jpg,tungro
200722.jpg,hispa
200723.jpg,brown_spot
200724.jpg,blast
200725.jpg,hispa
200726.jpg,blast
200727.jpg,bacterial_leaf_blight
200728.jpg,dead_heart
200729.jpg,tungro
200730.jpg,brown_spot
200731.jpg,hispa
200732.jpg,dead_heart
200733.jpg,bacterial_leaf_blight
200734.jpg,tungro
200735.jpg,normal
200736.jpg,dead_heart
200737.jpg,dead_heart
200738.jpg,bacterial_leaf_blight
200739.jpg,tungro
200740.jpg,bacterial_leaf_streak
200741.jpg,brown_spot
200742.jpg,hispa
200743.jpg,blast
200744.jpg,hispa
200745.jpg,normal
200746.jpg,normal
200747.jpg,dead_heart
200748.jpg,dead_heart
200749.jpg,blast
200750.jpg,brown_spot
200751.jpg,blast
200752.jpg,blast
200753.jpg,blast
200754.jpg,downy_mildew
200755.jpg,dead_heart
200756.jpg,normal
200757.jpg,blast
200758.jpg,blast
200759.jpg,blast
200760.jpg,brown_spot
200761.jpg,brown_spot
200762.jpg,blast
200763.jpg,blast
200764.jpg,dead_heart
200765.jpg,bacterial_leaf_blight
200766.jpg,blast
200767.jpg,normal
200768.jpg,brown_spot
200769.jpg,downy_mildew
200770.jpg,blast
200771.jpg,downy_mildew
200772.jpg,bacterial_panicle_blight
200773.jpg,normal
200774.jpg,normal
200775.jpg,downy_mildew
200776.jpg,normal
200777.jpg,normal
200778.jpg,normal
200779.jpg,hispa
200780.jpg,normal
200781.jpg,tungro
200782.jpg,hispa
200783.jpg,tungro
200784.jpg,brown_spot
200785.jpg,bacterial_leaf_blight
200786.jpg,dead_heart
200787.jpg,dead_heart
200788.jpg,normal
200789.jpg,brown_spot
200790.jpg,dead_heart
200791.jpg,normal
200792.jpg,tungro
200793.jpg,blast
200794.jpg,hispa
200795.jpg,normal
200796.jpg,hispa
200797.jpg,blast
200798.jpg,normal
200799.jpg,dead_heart
200800.jpg,dead_heart
200801.jpg,dead_heart
200802.jpg,blast
200803.jpg,bacterial_leaf_streak
200804.jpg,brown_spot
200805.jpg,dead_heart
200806.jpg,hispa
200807.jpg,hispa
200808.jpg,blast
200809.jpg,blast
200810.jpg,brown_spot
200811.jpg,bacterial_leaf_blight
200812.jpg,tungro
200813.jpg,dead_heart
200814.jpg,downy_mildew
200815.jpg,dead_heart
200816.jpg,hispa
200817.jpg,brown_spot
200818.jpg,blast
200819.jpg,hispa
200820.jpg,normal
200821.jpg,dead_heart
200822.jpg,blast
200823.jpg,blast
200824.jpg,blast
200825.jpg,normal
200826.jpg,normal
200827.jpg,tungro
200828.jpg,blast
200829.jpg,dead_heart
200830.jpg,blast
200831.jpg,bacterial_leaf_blight
200832.jpg,blast
200833.jpg,dead_heart
200834.jpg,hispa
200835.jpg,blast
200836.jpg,hispa
200837.jpg,blast
200838.jpg,blast
200839.jpg,hispa
200840.jpg,bacterial_leaf_blight
200841.jpg,blast
200842.jpg,blast
200843.jpg,bacterial_leaf_streak
200844.jpg,blast
200845.jpg,tungro
200846.jpg,dead_heart
200847.jpg,dead_heart
200848.jpg,brown_spot
200849.jpg,hispa
200850.jpg,hispa
200851.jpg,dead_heart
200852.jpg,brown_spot
200853.jpg,dead_heart
200854.jpg,downy_mildew
200855.jpg,tungro
200856.jpg,dead_heart
200857.jpg,brown_spot
200858.jpg,dead_heart
200859.jpg,hispa
200860.jpg,dead_heart
200861.jpg,dead_heart
200862.jpg,tungro
200863.jpg,dead_heart
200864.jpg,dead_heart
200865.jpg,hispa
200866.jpg,bacterial_leaf_streak
200867.jpg,bacterial_leaf_streak
200868.jpg,blast
200869.jpg,hispa
200870.jpg,blast
200871.jpg,dead_heart
200872.jpg,bacterial_leaf_streak
200873.jpg,blast
200874.jpg,blast
200875.jpg,tungro
200876.jpg,downy_mildew
200877.jpg,dead_heart
200878.jpg,normal
200879.jpg,blast
200880.jpg,hispa
200881.jpg,blast
200882.jpg,bacterial_leaf_streak
200883.jpg,normal
200884.jpg,bacterial_leaf_streak
200885.jpg,dead_heart
200886.jpg,brown_spot
200887.jpg,hispa
200888.jpg,normal
200889.jpg,downy_mildew
200890.jpg,hispa
200891.jpg,blast
200892.jpg,dead_heart
200893.jpg,blast
200894.jpg,tungro
200895.jpg,blast
200896.jpg,dead_heart
200897.jpg,bacterial_leaf_blight
200898.jpg,normal
200899.jpg,tungro
200900.jpg,normal
200901.jpg,blast
200902.jpg,blast
200903.jpg,blast
200904.jpg,brown_spot
200905.jpg,tungro
200906.jpg,dead_heart
200907.jpg,blast
200908.jpg,blast
200909.jpg,tungro
200910.jpg,hispa
200911.jpg,dead_heart
200912.jpg,bacterial_leaf_streak
200913.jpg,normal
200914.jpg,dead_heart
200915.jpg,normal
200916.jpg,blast
200917.jpg,blast
200918.jpg,hispa
200919.jpg,dead_heart
200920.jpg,brown_spot
200921.jpg,blast
200922.jpg,tungro
200923.jpg,hispa
200924.jpg,hispa
200925.jpg,normal
200926.jpg,tungro
200927.jpg,brown_spot
200928.jpg,hispa
200929.jpg,tungro
200930.jpg,hispa
200931.jpg,normal
200932.jpg,tungro
200933.jpg,normal
200934.jpg,brown_spot
200935.jpg,normal
200936.jpg,brown_spot
200937.jpg,dead_heart
200938.jpg,hispa
200939.jpg,tungro
200940.jpg,dead_heart
200941.jpg,brown_spot
200942.jpg,blast
200943.jpg,normal
200944.jpg,blast
200945.jpg,downy_mildew
200946.jpg,normal
200947.jpg,normal
200948.jpg,dead_heart
200949.jpg,dead_heart
200950.jpg,downy_mildew
200951.jpg,bacterial_leaf_blight
200952.jpg,hispa
200953.jpg,tungro
200954.jpg,dead_heart
200955.jpg,downy_mildew
200956.jpg,normal
200957.jpg,bacterial_panicle_blight
200958.jpg,hispa
200959.jpg,brown_spot
200960.jpg,blast
200961.jpg,tungro
200962.jpg,blast
200963.jpg,brown_spot
200964.jpg,tungro
200965.jpg,tungro
200966.jpg,blast
200967.jpg,blast
200968.jpg,bacterial_leaf_blight
200969.jpg,downy_mildew
200970.jpg,blast
200971.jpg,tungro
200972.jpg,hispa
200973.jpg,hispa
200974.jpg,normal
200975.jpg,blast
200976.jpg,bacterial_panicle_blight
200977.jpg,normal
200978.jpg,dead_heart
200979.jpg,dead_heart
200980.jpg,normal
200981.jpg,brown_spot
200982.jpg,hispa
200983.jpg,downy_mildew
200984.jpg,hispa
200985.jpg,hispa
200986.jpg,normal
200987.jpg,bacterial_leaf_blight
200988.jpg,normal
200989.jpg,normal
200990.jpg,normal
200991.jpg,bacterial_panicle_blight
200992.jpg,dead_heart
200993.jpg,bacterial_leaf_streak
200994.jpg,blast
200995.jpg,normal
200996.jpg,bacterial_leaf_blight
200997.jpg,blast
200998.jpg,blast
200999.jpg,normal
201000.jpg,brown_spot
201001.jpg,hispa
201002.jpg,bacterial_panicle_blight
201003.jpg,bacterial_leaf_blight
201004.jpg,normal
201005.jpg,normal
201006.jpg,downy_mildew
201007.jpg,hispa
201008.jpg,brown_spot
201009.jpg,bacterial_leaf_streak
201010.jpg,bacterial_leaf_blight
201011.jpg,blast
201012.jpg,downy_mildew
201013.jpg,brown_spot
201014.jpg,hispa
201015.jpg,blast
201016.jpg,hispa
201017.jpg,normal
201018.jpg,brown_spot
201019.jpg,tungro
201020.jpg,normal
201021.jpg,blast
201022.jpg,normal
201023.jpg,hispa
201024.jpg,blast
201025.jpg,brown_spot
201026.jpg,bacterial_leaf_blight
201027.jpg,brown_spot
201028.jpg,dead_heart
201029.jpg,dead_heart
201030.jpg,tungro
201031.jpg,tungro
201032.jpg,brown_spot
201033.jpg,brown_spot
201034.jpg,dead_heart
201035.jpg,dead_heart
201036.jpg,downy_mildew
201037.jpg,downy_mildew
201038.jpg,blast
201039.jpg,blast
201040.jpg,bacterial_leaf_streak
201041.jpg,blast
201042.jpg,normal
201043.jpg,tungro
201044.jpg,normal
201045.jpg,dead_heart
201046.jpg,dead_heart
201047.jpg,bacterial_panicle_blight
201048.jpg,normal
201049.jpg,downy_mildew
201050.jpg,brown_spot
201051.jpg,blast
201052.jpg,brown_spot
201053.jpg,bacterial_leaf_blight
201054.jpg,normal
201055.jpg,blast
201056.jpg,hispa
201057.jpg,normal
201058.jpg,hispa
201059.jpg,normal
201060.jpg,brown_spot
201061.jpg,dead_heart
201062.jpg,tungro
201063.jpg,blast
201064.jpg,dead_heart
201065.jpg,bacterial_leaf_streak
201066.jpg,brown_spot
201067.jpg,tungro
201068.jpg,bacterial_leaf_blight
201069.jpg,downy_mildew
201070.jpg,normal
201071.jpg,normal
201072.jpg,dead_heart
201073.jpg,normal
201074.jpg,blast
201075.jpg,brown_spot
201076.jpg,blast
201077.jpg,normal
201078.jpg,normal
201079.jpg,blast
201080.jpg,dead_heart
201081.jpg,blast
201082.jpg,brown_spot
201083.jpg,brown_spot
201084.jpg,hispa
201085.jpg,dead_heart
201086.jpg,dead_heart
201087.jpg,dead_heart
201088.jpg,blast
201089.jpg,hispa
201090.jpg,downy_mildew
201091.jpg,hispa
201092.jpg,dead_heart
201093.jpg,downy_mildew
201094.jpg,tungro
201095.jpg,downy_mildew
201096.jpg,bacterial_leaf_blight
201097.jpg,downy_mildew
201098.jpg,hispa
201099.jpg,downy_mildew
201100.jpg,bacterial_leaf_streak
201101.jpg,hispa
201102.jpg,hispa
201103.jpg,hispa
201104.jpg,downy_mildew
201105.jpg,blast
201106.jpg,dead_heart
201107.jpg,hispa
201108.jpg,tungro
201109.jpg,dead_heart
201110.jpg,dead_heart
201111.jpg,dead_heart
201112.jpg,blast
201113.jpg,brown_spot
201114.jpg,dead_heart
201115.jpg,bacterial_leaf_streak
201116.jpg,dead_heart
201117.jpg,downy_mildew
201118.jpg,hispa
201119.jpg,normal
201120.jpg,bacterial_leaf_streak
201121.jpg,hispa
201122.jpg,blast
201123.jpg,brown_spot
201124.jpg,blast
201125.jpg,brown_spot
201126.jpg,tungro
201127.jpg,brown_spot
201128.jpg,bacterial_leaf_streak
201129.jpg,bacterial_panicle_blight
201130.jpg,bacterial_panicle_blight
201131.jpg,brown_spot
201132.jpg,brown_spot
201133.jpg,downy_mildew
201134.jpg,dead_heart
201135.jpg,hispa
201136.jpg,brown_spot
201137.jpg,downy_mildew
201138.jpg,normal
201139.jpg,downy_mildew
201140.jpg,normal
201141.jpg,dead_heart
201142.jpg,blast
201143.jpg,bacterial_panicle_blight
201144.jpg,dead_heart
